# State variable;end value;
SystemicComponent.inferior_vena_cava_C8.compliant_vessel.A,0.000e+00,272
SystemicComponent.hepatic_vein_T1_C10.volume,2.148e-06,stateInit
SystemicComponent.hepatic_vein_T1_C10.compliant_vessel.A,0.000e+00,272
SystemicComponent.inferior_vena_cava_C12.volume,1.487e-05,stateInit
SystemicComponent.inferior_vena_cava_C12.compliant_vessel.A,0.000e+00,272
SystemicComponent.inferior_vena_cava_C16.volume,1.170e-05,stateInit
SystemicComponent.inferior_vena_cava_C16.compliant_vessel.A,0.000e+00,272
SystemicComponent.renal_vein_T1_R18.volume,3.449e-06,stateInit
SystemicComponent.renal_vein_T1_R18.compliant_vessel.A,0.000e+00,272
SystemicComponent.inferior_vena_cava_C20.volume,8.162e-07,stateInit
SystemicComponent.inferior_vena_cava_C20.compliant_vessel.A,0.000e+00,272
SystemicComponent.renal_vein_T1_L22.volume,3.049e-06,stateInit
SystemicComponent.renal_vein_T1_L22.compliant_vessel.A,0.000e+00,272
SystemicComponent.inferior_vena_cava_C24.volume,3.256e-05,stateInit
SystemicComponent.inferior_vena_cava_C24.compliant_vessel.A,0.000e+00,272
SystemicComponent.common_iliac_vein_L56.volume,7.927e-06,stateInit
SystemicComponent.common_iliac_vein_L56.compliant_vessel.A,0.000e+00,272
SystemicComponent.common_iliac_vein_R26.volume,7.288e-06,stateInit
SystemicComponent.common_iliac_vein_R26.compliant_vessel.A,0.000e+00,272
SystemicComponent.external_iliac_vein_R28.volume,1.063e-06,stateInit
SystemicComponent.external_iliac_vein_R28.compliant_vessel.A,0.000e+00,272
SystemicComponent.internal_iliac_vein_T1_R30.volume,4.552e-06,stateInit
SystemicComponent.internal_iliac_vein_T1_R30.compliant_vessel.A,0.000e+00,272
SystemicComponent.external_iliac_vein_R32.volume,1.232e-05,stateInit
SystemicComponent.external_iliac_vein_R32.compliant_vessel.A,0.000e+00,272
SystemicComponent.femoral_vein_R34.volume,5.355e-07,stateInit
SystemicComponent.femoral_vein_R34.compliant_vessel.A,0.000e+00,272
SystemicComponent.femoral_vein_R38.volume,4.244e-06,stateInit
SystemicComponent.femoral_vein_R38.compliant_vessel.A,0.000e+00,272
SystemicComponent.profunda_femoris_vein_T2_R40.volume,1.185e-05,stateInit
SystemicComponent.profunda_femoris_vein_T2_R40.compliant_vessel.A,0.000e+00,272
SystemicComponent.femoral_vein_R42.volume,2.988e-05,stateInit
SystemicComponent.femoral_vein_R42.compliant_vessel.A,0.000e+00,272
SystemicComponent.femoral_vein_R46.volume,1.645e-06,stateInit
SystemicComponent.femoral_vein_R46.compliant_vessel.A,0.000e+00,272
SystemicComponent.popliteal_vein_R48.volume,6.694e-06,stateInit
SystemicComponent.popliteal_vein_R48.compliant_vessel.A,0.000e+00,272
SystemicComponent.anterior_tibial_vein_T4_R50.volume,2.673e-06,stateInit
SystemicComponent.anterior_tibial_vein_T4_R50.compliant_vessel.A,0.000e+00,272
SystemicComponent.popliteal_vein_R52.volume,1.489e-06,stateInit
SystemicComponent.popliteal_vein_R52.compliant_vessel.A,0.000e+00,272
SystemicComponent.posterior_tibial_vein_T6_R54.volume,3.060e-06,stateInit
SystemicComponent.posterior_tibial_vein_T6_R54.compliant_vessel.A,0.000e+00,272
SystemicComponent.external_iliac_vein_L58.volume,1.064e-06,stateInit
SystemicComponent.external_iliac_vein_L58.compliant_vessel.A,0.000e+00,272
SystemicComponent.internal_iliac_vein_T1_L60.volume,4.681e-06,stateInit
SystemicComponent.internal_iliac_vein_T1_L60.compliant_vessel.A,0.000e+00,272
SystemicComponent.external_iliac_vein_L62.volume,1.209e-05,stateInit
SystemicComponent.external_iliac_vein_L62.compliant_vessel.A,0.000e+00,272
SystemicComponent.femoral_vein_L64.volume,6.259e-07,stateInit
SystemicComponent.femoral_vein_L64.compliant_vessel.A,0.000e+00,272
SystemicComponent.femoral_vein_L68.volume,4.243e-06,stateInit
SystemicComponent.femoral_vein_L68.compliant_vessel.A,0.000e+00,272
SystemicComponent.profunda_femoris_vein_T2_L70.volume,1.185e-05,stateInit
SystemicComponent.profunda_femoris_vein_T2_L70.compliant_vessel.A,0.000e+00,272
SystemicComponent.femoral_vein_L72.volume,2.987e-05,stateInit
SystemicComponent.femoral_vein_L72.compliant_vessel.A,0.000e+00,272
SystemicComponent.femoral_vein_L76.volume,1.645e-06,stateInit
SystemicComponent.femoral_vein_L76.compliant_vessel.A,0.000e+00,272
SystemicComponent.popliteal_vein_L78.volume,6.693e-06,stateInit
SystemicComponent.popliteal_vein_L78.compliant_vessel.A,0.000e+00,272
SystemicComponent.anterior_tibial_vein_T4_L80.volume,2.674e-06,stateInit
SystemicComponent.anterior_tibial_vein_T4_L80.compliant_vessel.A,0.000e+00,272
SystemicComponent.popliteal_vein_L82.volume,1.489e-06,stateInit
SystemicComponent.popliteal_vein_L82.compliant_vessel.A,0.000e+00,272
SystemicComponent.posterior_tibial_vein_T6_L84.volume,3.060e-06,stateInit
SystemicComponent.posterior_tibial_vein_T6_L84.compliant_vessel.A,0.000e+00,272
SystemicComponent.brachiocephalic_vein_R90.volume,7.284e-06,stateInit
SystemicComponent.brachiocephalic_vein_R90.compliant_vessel.A,0.000e+00,272
SystemicComponent.brachiocephalic_vein_L124.volume,1.372e-05,stateInit
SystemicComponent.brachiocephalic_vein_L124.compliant_vessel.A,0.000e+00,272
SystemicComponent.vertebral_vein_R92.volume,4.629e-06,stateInit
SystemicComponent.vertebral_vein_R92.compliant_vessel.A,0.000e+00,272
SystemicComponent.brachiocephalic_vein_R94.volume,1.651e-06,stateInit
SystemicComponent.brachiocephalic_vein_R94.compliant_vessel.A,0.000e+00,272
SystemicComponent.subclavian_vein_R96.volume,8.029e-07,stateInit
SystemicComponent.subclavian_vein_R96.compliant_vessel.A,0.000e+00,272
SystemicComponent.internal_jugular_vein_R122.volume,3.172e-05,stateInit
SystemicComponent.internal_jugular_vein_R122.compliant_vessel.A,0.000e+00,272
SystemicComponent.external_jugular_vein_R98.volume,2.281e-06,stateInit
SystemicComponent.external_jugular_vein_R98.compliant_vessel.A,0.000e+00,272
SystemicComponent.subclavian_vein_R100.volume,3.284e-06,stateInit
SystemicComponent.subclavian_vein_R100.compliant_vessel.A,0.000e+00,272
SystemicComponent.axillary_vein_R102.volume,1.154e-05,stateInit
SystemicComponent.axillary_vein_R102.compliant_vessel.A,0.000e+00,272
SystemicComponent.brachial_vein_R104.volume,2.397e-06,stateInit
SystemicComponent.brachial_vein_R104.compliant_vessel.A,0.000e+00,272
SystemicComponent.brachial_vein_R114.volume,2.184e-06,stateInit
SystemicComponent.brachial_vein_R114.compliant_vessel.A,0.000e+00,272
SystemicComponent.brachial_vein_R108.volume,3.345e-07,stateInit
SystemicComponent.brachial_vein_R108.compliant_vessel.A,0.000e+00,272
SystemicComponent.ulnar_vein_T7_R110.volume,3.228e-06,stateInit
SystemicComponent.ulnar_vein_T7_R110.compliant_vessel.A,0.000e+00,272
SystemicComponent.brachial_vein_R118.volume,2.130e-07,stateInit
SystemicComponent.brachial_vein_R118.compliant_vessel.A,0.000e+00,272
SystemicComponent.radial_vein_T3_R120.volume,2.316e-06,stateInit
SystemicComponent.radial_vein_T3_R120.compliant_vessel.A,0.000e+00,272
SystemicComponent.vertebral_vein_L126.volume,4.347e-06,stateInit
SystemicComponent.vertebral_vein_L126.compliant_vessel.A,0.000e+00,272
SystemicComponent.brachiocephalic_vein_L128.volume,8.389e-07,stateInit
SystemicComponent.brachiocephalic_vein_L128.compliant_vessel.A,0.000e+00,272
SystemicComponent.subclavian_vein_L130.volume,7.179e-07,stateInit
SystemicComponent.subclavian_vein_L130.compliant_vessel.A,0.000e+00,272
SystemicComponent.internal_jugular_vein_L156.volume,1.936e-05,stateInit
SystemicComponent.internal_jugular_vein_L156.compliant_vessel.A,0.000e+00,272
SystemicComponent.external_jugular_vein_L132.volume,2.246e-06,stateInit
SystemicComponent.external_jugular_vein_L132.compliant_vessel.A,0.000e+00,272
SystemicComponent.subclavian_vein_L134.volume,3.217e-06,stateInit
SystemicComponent.subclavian_vein_L134.compliant_vessel.A,0.000e+00,272
SystemicComponent.axillary_vein_L136.volume,1.173e-05,stateInit
SystemicComponent.axillary_vein_L136.compliant_vessel.A,0.000e+00,272
SystemicComponent.brachial_vein_L138.volume,2.403e-06,stateInit
SystemicComponent.brachial_vein_L138.compliant_vessel.A,0.000e+00,272
SystemicComponent.brachial_vein_L148.volume,2.205e-06,stateInit
SystemicComponent.brachial_vein_L148.compliant_vessel.A,0.000e+00,272
SystemicComponent.brachial_vein_L142.volume,3.353e-07,stateInit
SystemicComponent.brachial_vein_L142.compliant_vessel.A,0.000e+00,272
SystemicComponent.ulnar_vein_T7_L144.volume,3.230e-06,stateInit
SystemicComponent.ulnar_vein_T7_L144.compliant_vessel.A,0.000e+00,272
SystemicComponent.brachial_vein_L152.volume,2.152e-07,stateInit
SystemicComponent.brachial_vein_L152.compliant_vessel.A,0.000e+00,272
SystemicComponent.radial_vein_T3_L154.volume,2.352e-06,stateInit
SystemicComponent.radial_vein_T3_L154.compliant_vessel.A,0.000e+00,272
SystemicComponent.mesenteric_artery.q_in,8.378e-06,stateInit
SystemicComponent.mesenteric_artery.volume,6.890e-06,stateInit
SystemicComponent.splanchnic_tissue.volume,2.535e-04,stateInit
SystemicComponent.splanchnic_vein.volume,1.793e-05,stateInit
SystemicComponent.splanchnic_vein.compliant_vessel.A,0.000e+00,272
SystemicComponent.coronary_arteries.q_in,3.149e-06,stateInit
SystemicComponent.coronary_arteries.volume,3.725e-08,stateInit
SystemicComponent.cardiac_tissue.volume,1.139e-04,stateInit
SystemicComponent.coronary_veins.volume,5.743e-08,stateInit
SystemicComponent.coronary_veins.compliant_vessel.A,0.000e+00,272
SystemicComponent.brachial_L82_HeartLevel.q_in,2.554e-08,stateInit
SystemicComponent.brachial_L82_HeartLevel.volume,3.316e-06,stateInit
heartComponent.pulmonaryValve.BP_max,0.000e+00,stateInit
heartComponent.pulmonaryValve.BP_min,2.660e+04,stateInit
heartComponent.pulmonaryValve.CO_acc,0.000e+00,stateInit
heartComponent.mitralValve.BP_max,0.000e+00,stateInit
heartComponent.mitralValve.BP_min,2.660e+04,stateInit
heartComponent.mitralValve.CO_acc,0.000e+00,stateInit
heartComponent.aorticValve.BP_max,0.000e+00,stateInit
heartComponent.aorticValve.BP_min,2.660e+04,stateInit
heartComponent.aorticValve.CO_acc,0.000e+00,stateInit
heartComponent.ventricles.LV_wall.ym,2.850e+00,stateInit
heartComponent.ventricles.LV_wall.SL,1.636e+00,stateInit
heartComponent.ventricles.SEP_wall.SL,1.653e+00,stateInit
heartComponent.ventricles.RV_wall.SL,1.576e+00,stateInit
heartComponent.ventricles.V_LV,5.785e-05,stateInit
heartComponent.ventricles.V_RV,5.143e-05,stateInit
heartComponent.ventricles.currentWork_LV,0.000e+00,stateInit
heartComponent.ventricles.currentWork_RV,0.000e+00,stateInit
heartComponent.ra.volume,1.534e-05,stateInit
heartComponent.ra.currentWork,0.000e+00,stateInit
heartComponent.la.volume,3.426e-05,stateInit
heartComponent.la.currentWork,0.000e+00,stateInit
heartComponent.sa_node.cardiac_cycle,3.937e-01,stateInit
pulmonaryComponent.c_pa.volume,8.512e-05,stateInit
pulmonaryComponent.c_pv.volume,0.000e+00,272
brachial_pressure_systolic_i,0.000e+00,stateInit
brachial_pressure_diastolic_i,0.000e+00,stateInit
brachial_pressure_int,0.000e+00,stateInit
